DCCN0060000,CD  6 G/M
SDBQ28D050A,RIODET HM N-28 5 MTS.
SDBQ28D050K,RIODET HM N-28 5 MTS 1.4S
SDBQ28D060A,RIODET AL MRT25 N-28 AI 6 MTS.
SDBQ28D070A,RIODET AL MRT25 N-28 AI 7 MTS.
SDBQ28D100A,RIODET AL MRT25 N-28 AI 10 MTS.
SDBQ28D120A,RIODET AL MRT25 N-28 AI 12 MTS.
SDBQ28I020A,RIODET AL MRT25 N-28 I 2 MTS.
SDBQ28I030A,RIODET IM N-28  3 MTS.
SDBQ28I040A,RIODET AL MRT25 N-28 I 4 MTS.
SDBQ28I050A,RIODET IM N-28 5 MTS.
SDBQ28I050K,RIODET IM N- 28 5 MTS 1.4S
SDBQ28I060A,RIODET AL MRT25 N-28 I 6 MTS.
SDBQ28I070A,RIODET AL MRT25 N-28 I 7 MTS.
SDBQ28I090A,RIODET IM N-28  9 MTS.
SDBQ28I100A,RIODET AL MRT25 N-28 I 10 MTS
SDBQ28I120A,RIODET AL MRT25 N-28 I 12 MTS.
SDBQ28I150A,RIODET AL MRT25 N-28 I 15 MTS
SDBQ28I180A,RIODET AL MRT25 N-28 I 18 MTS.
SDBQ28I200A,RIODET AL MRT25 N-28 I 20 MTS.
SDBQ30D030A,RIODET AL MRT25 N-30 AI 3 MTS.
SDBQ30D040A,RIODET AL MRT25 N-30 AI 4 MTS.
SDBQ30D050A,RIODET HM N-30 5 MTS.
SDBQ30D050K,RIODET HM N-30 5 MTS 1.4S
SDBQ30D060A,RIODET AL MRT25 N-30 AI 6 MTS.
SDBQ30D070A,RIODET HM N-30  7 MTS.
SDBQ30D100A,RIODET AL MRT25 N-30 AI 10 MTS.
SDBQ30D120A,RIODET AL MRT25 N-30 AI 12 MTS.
SDBQ30I020A,RIODET AL MRT25 N-30 I 2 MTS.
SDBQ30I030A,RIODET IM N-30  3 MTS.
SDBQ30I040A,RIODET AL MRT25 N-30 I 4 MTS.
SDBQ30I050A,RIODET IM N-30 5 MTS.
SDBQ30I050K,RIODET IM N- 30 5 MTS 1.4S
SDBQ30I060A,RIODET AL MRT25 N-30 I 6 MTS.
SDBQ30I070A,RIODET AL MRT25 N-30 I 7 MTS.
SDBQ30I090A,RIODET IM N-30  9 MTS.
SDBQ30I100A,RIODET AL MRT25 N-30 I 10 MTS
SDBQ30I120A,RIODET AL MRT25 N-30 I 12 MTS.
SDBQ30I150A,RIODET AL MRT25 N-30 I 15 MTS
SDBQ30I180A,RIODET AL MRT25 N-30 I 18 MTS.
SDBQ30I200A,RIODET AL MRT25 N-30 I 20 MTS.
SDCA00B035A,RIODET CU INST SA 3,5 MTS.
SDCA00B040A,RIODET CU INST SA 4 MTS.
SDCA00D060C,DET.ELEC.CU 6 MTS INST.AI   H0,8
SDCA00I020A,RIODET CU INST I 2 MTS.
SDCA00I040A,RIODET CU INST I 4 MTS.
SDCA00I050A,RIODET CU INST I 5 MTS.
SDCA00I060A,RIODET CU INST I 6 MTS.
SDCA00S020A,RIODET CU INST S 2 MTS.
SDCA00S030A,RIODET SZC 3 MTS.
SDCA00S040A,RIODET CU INST S 4 MTS.
SDCA00S040Q,RIODET CU INST S 4 MTS H FE 1.4B
SDCA00S050A,RIODET CU INST S 5 MTS.
SDCA00S060A,RIODET CU INST S 6 MTS.
SDCA00S080A,RIODET CU INST S 8 MTS.
SDCA00S100A,RIODET SCZ 10 MTS.
SDCA00S120A,RIODET SZC 12 MTS.
SDCA00S150A,RIODET CU INST S 15 MTS.
SDCA00S170A,RIODET CU INST S 17 MTS.
SDCA00S200A,RIODET SZC  20 MTS.
SDCB01I020A,RIODET CU RET N.1 I 2 MTS.
SDCB01I030A,RIODET IDC N 01 3 m
SDCB01I040A,RIODET CU RET N- 1 I 4 MTS.
SDCB01I050A,RIODET CU RET N- 1 I 5 MTS.
SDCB01S020A,RIODET CU RET N- 1 S 2 MTS.
SDCB01S030A,RIODET SDC N 01 3 m
SDCB01S040A,RIODET CU RET N- 1 S 4 MTS.
SDCB01S050A,RIODET SDC N 01 5 m
SDCB01S060A,RIODET CU RET N- 1 S 6 MTS.
SDCB02I020A,RIODET CU RET N.2 I 2 MTS.
SDCB02I030A,RIODET IDC N 02 3 m
SDCB02I040A,RIODET CU RET N- 2 I 4 MTS.
SDCB02I050A,RIODET IDC N 02 5 m
SDCB02S020A,RIODET CU RET N- 2 S 2 MTS.
SDCB02S030A,RIODET SDC N 02 3 m
SDCB02S040A,RIODET CU RET N- 2 S 4 MTS.
SDCB02S050A,RIODET SDC N 02 5 m
SDCB02S060A,RIODET CU RET N- 2 S 6 MTS.
SDCB03I020A,RIODET CU RET N.3 I 2 MTS.
SDCB03I030A,RIODET IDC N 03 3 m
SDCB03I040A,RIODET CU RET N- 3 I 4 MTS.
SDCB03I050A,RIODET IDC N 03 5 m
SDCB03S020A,RIODET CU RET N- 3 S 2 MTS.
SDCB03S030A,RIODET SDC N 03 3 m
SDCB03S040A,RIODET CU RET N- 3 S 4 MTS.
SDCB03S050A,RIODET SDC N 03 5 m
SDCB03S060A,RIODET CU RET N- 3 S 6 MTS.
SDCB04I020A,RIODET CU RET N.4 I 2 MTS.
SDCB04I030A,RIODET IDC N 04 3 m
SDCB04I040A,RIODET CU RET N- 4 I 4 MTS.
SDCB04I050A,RIODET IDC N 04 5 m
SDCB04S020A,RIODET CU RET N- 4 S 2 MTS.
SDCB04S030A,RIODET SDC N 04 3 m
SDCB04S040A,RIODET CU RET N- 4 S 4 MTS.
SDCB04S050A,RIODET SDC N 04 5 m
SDCB04S060A,RIODET CU RET N- 4 S 6 MTS.
SDCB05I020A,RIODET CU RET N.5 I 2 MTS.
SDCB05I030A,RIODET IDC N 05 3 m
SDCB05I040A,RIODET CU RET N- 5 I 4 MTS.
SDCB05I050A,RIODET IDC N 05 5 m
SDCB05S020A,RIODET CU RET N- 5 S 2 MTS.
SDCB05S030A,RIODET SDC N 05 3 m
SDCB05S040A,RIODET CU RET N- 5 S 4 MTS.
SDCB05S050A,RIODET SDC N 05 5 m
SDCB05S060A,RIODET CU RET N- 5 S 6 MTS.
SDCB06I020A,RIODET CU RET N.6 I 2 MTS.
SDCB06I030A,RIODET IDC N 06 3 m
SDCB06I040A,RIODET CU RET N- 6 I 4 MTS.
SDCB06I050A,RIODET IDC N 06 5 m
SDCB06S020A,RIODET CU RET N- 6 S 2 MTS.
SDCB06S030A,RIODET SDC N 06 3 m
SDCB06S040A,RIODET CU RET N- 6 S 4 MTS.
SDCB06S050A,RIODET SDC N 06 5 m
SDCB06S060A,RIODET CU RET N- 6 S 6 MTS.
SDCB07I020A,RIODET CU RET N.7 I 2 MTS.
SDCB07I030A,RIODET IDC N 07 3 m
SDCB07I040A,RIODET CU RET N- 7 I 4 MTS.
SDCB07I050A,RIODET IDC N 07 5 m
SDCB07S020A,RIODET CU RET N- 7 S 2 MTS.
SDCB07S030A,RIODET SDC N 07 3 m
SDCB07S040A,RIODET CU RET N- 7 S 4 MTS.
SDCB07S050A,RIODET SDC N 07 5 m
SDCB07S060A,RIODET CU RET N- 7 S 6 MTS.
SDCB08I020A,RIODET CU RET N.8 I 2 MTS.
SDCB08I030A,RIODET IDC N 08 3 m
SDCB08I040A,RIODET CU RET N- 8 I 4 MTS.
SDCB08I050A,RIODET IDC N 08 5 m
SDCB08S020A,RIODET CU RET N- 8 S 2 MTS.
SDCB08S030A,RIODET SDC N 08 3 m
SDCB08S040A,RIODET CU RET N- 8 S 4 MTS.
SDCB08S050A,RIODET SDC N 08 5 m
SDCB08S060A,RIODET CU RET N- 8 S 6 MTS.
SDCC09I020A,RIODET CU RET N.9 I 2 MTS.
SDCC09I030A,RIODET IDC N 09 3 m
SDCC09I040A,RIODET CU RET N- 9 I 4 MTS.
SDCC09I050A,RIODET IDC N 09 5 m
SDCC09S020A,RIODET CU RET N- 9 S 2 MTS.
SDCC09S030A,RIODET SDC N 09 3 m
SDCC09S040A,RIODET CU RET N- 9 S 4 MTS.
SDCC09S050A,RIODET SDC N 09 5 m
SDCC09S060A,RIODET CU RET N- 9 S 6 MTS.
SDCC10I020A,RIODET CU RET N.10 I 2 MTS.
SDCC10I030A,RIODET IDC N 10 3 m
SDCC10I040A,RIODET CU RET N-10 I 4 MTS.
SDCC10I050A,RIODET IDC N 10 5 m
SDCC10S020A,RIODET CU RET N-10 S 2 MTS.
SDCC10S030A,RIODET SDC N 10 3 m
SDCC10S040A,RIODET CU RET N-10 S 4 MTS.
SDCC10S050A,RIODET SDC N 10 5 m
SDCC10S060A,RIODET CU RET N-10 S 6 MTS.
SDCC11I020A,RIODET CU RET N.11 I 2 MTS.
SDCC11I030A,RIODET IDC N 11 3 m
SDCC11I040A,RIODET CU RET N-11 I 4 MTS.
SDCC11I050A,RIODET IDC N 11 5 m
SDCC11S020A,RIODET CU RET N-11 S 2 MTS.
SDCC11S030A,RIODET SDC N 11 3 m
SDCC11S040A,RIODET CU RET N-11 S 4 MTS.
SDCC11S050A,RIODET SDC N 11 5 m
SDCC11S060A,RIODET CU RET N-11 S 6 MTS.
SDCC12I020A,RIODET CU RET N.12 I 2 MTS.
SDCC12I030A,RIODET IDC N 12 3 m
SDCC12I040A,RIODET CU RET N-12 I 4 MTS.
SDCC12I050A,RIODET IDC N 12 5 m
SDCC12S020A,RIODET CU RET N-12 S 2 MTS.
SDCC12S030A,RIODET SDC N 12 3 m
SDCC12S040A,RIODET CU RET N-12 S 4 MTS.
SDCC12S050A,RIODET SDC N 12 5 m
SDCC12S060A,RIODET CU RET N-12 S 6 MTS.
SDCF01D040A,RIODET CU MRT30 N- 1 AI 4 MTS.
SDCF01D060C,DET.ELEC.CU 6 MTS MR AI N 1 H0,8
SDCF01G035A,RIODET SAMC N 01 3.5 m
SDCF01G040A,RIODET CU MRT30 N- 1 SA 4 MTS.
SDCF01I020A,RIODET CU MRT30 N- 1 I 2 MTS.
SDCF01I030A,RIODET IMC N 01 3 m
SDCF01I040A,RIODET CU MRT30 N- 1 I 4 MTS.
SDCF01I050A,RIODET IMC N 01 5 m
SDCF01I060A,RIODET CU MRT30 N- 1 I 6 MTS.
SDCF01S020A,RIODET CU MRT30 N- 1 S 2 MTS.
SDCF01S030A,RIODET SMC N 01 3 m
SDCF01S040A,RIODET SMC N 01 4 m
SDCF01S040Q,RIODET SMC N 01 4 m hFe SEC 1.4B
SDCF01S050A,RIODET SMC N 01 5 m
SDCF01S080A,RIODET CU MRT30 N- 1 S 8 MTS.
SDCF01S090A,RIODET CU MRT30 N- 1 S 9 MTS.
SDCF01S120A,RIODET CU MRT30 N- 1 S 12 MTS.
SDCF01S150A,RIODET CU MRT30 N- 1 S 15 MTS.
SDCF02D040A,RIODET CU MRT30 N- 2 AI 4 MTS.
SDCF02D060C,DET.ELEC.CU 6 MTS MR AI N 2 H0,8
SDCF02G035A,RIODET SAMC N 02 3.5 m
SDCF02G040A,RIODET CU MRT30 N- 2 SA 4 MTS.
SDCF02I020A,RIODET CU MRT30 N- 2 I 2 MTS.
SDCF02I030A,RIODET IMC N 02 3 m
SDCF02I040A,RIODET CU MRT30 N- 2 I 4 MTS.
SDCF02I050A,RIODET IMC N 02 5 m
SDCF02I060A,RIODET CU MRT30 N- 2 I 6 MTS
SDCF02S020A,RIODET CU MRT30 N- 2 S 2 MTS.
SDCF02S030A,RIODET SMC N 02 3 m
SDCF02S040A,RIODET SMC N 02 4 m
SDCF02S040Q,RIODET SMC N 02 4 m hFe SEC 1.4B
SDCF02S050A,RIODET SMC N 02 5 m
SDCF02S080A,RIODET CU MRT30 N- 2 S 8 MTS.
SDCF02S120A,RIODET CU MRT30 N- 2 S 12 MTS.
SDCF02S150A,RIODET CU MRT30 N- 2 S 15 MTS.
SDCF03D060C,DET.ELEC.CU 6 MTS MR AI N 3 H0,8
SDCF03G035A,RIODET SAMC N 03 3.5 m
SDCF03G040A,RIODET CU MRT30 N- 3 SA 4 MTS.
SDCF03I020A,RIODET CU MRT30 N- 3 I 2 MTS.
SDCF03I030A,RIODET IMC N 03 3 m
SDCF03I040A,RIODET CU MRT30 N- 3 I 4 MTS.
SDCF03I050A,RIODET IMC N 03 5 m
SDCF03I060A,RIODET CU MRT30 N- 3 I 6 MTS.
SDCF03S020A,RIODET CU MRT30 N- 3 S 2 MTS.
SDCF03S030A,RIODET SMC N 03 3 m
SDCF03S040A,RIODET SMC N 03 4 m
SDCF03S040Q,RIODET SMC N 03 4 m hFe SEC 1.4B
SDCF03S050A,RIODET SMC N 03 5 m
SDCF03S080A,RIODET CU MRT30 N- 3 S 8 MTS.
SDCF03S090A,RIODET CU MRT30 N- 3 S 9 MTS.
SDCF03S120A,RIODET CU MRT30 N- 3 S 12 MTS.
SDCF03S150A,RIODET CU MRT30 N- 3 S 15 MTS.
SDCF04B035A,RIODET DPD CU 3,5 MTS MRT30 SUDAFRICA N- 4
SDCF04D060C,DET.ELEC.CU 6 MTS MR AI N 4 H0,8
SDCF04I020A,RIODET CU MRT30 N- 4 I 2 MTS.
SDCF04I030A,RIODET IMC N 04 3 m
SDCF04I040A,RIODET CU MRT30 N- 4 I 4 MTS.
SDCF04I050A,RIODET IMC N 04 5 m
SDCF04I060A,RIODET CU MRT30 N- 4 I 6 MTS.
SDCF04S020A,RIODET CU MRT30 N- 4 S 2 MTS.
SDCF04S030A,RIODET SMC N 04 3 m
SDCF04S040A,RIODET SMC N 04 4 m
SDCF04S040Q,RIODET SMC N 04 4 m hFe SEC 1.4B
SDCF04S050A,RIODET SMC N 04 5 m
SDCF04S080A,RIODET CU MRT30 N- 4 S 8 MTS.
SDCF04S120A,RIODET CU MRT30 N- 4 S 12 MTS.
SDCF04S150A,RIODET CU MRT30 N- 4 S 15 MTS.
SDCF05D060C,DET.ELEC.CU 6 MTS MR AI N 5 H0,8
SDCF05G035A,RIODET SAMC N 05 3.5 m
SDCF05G040A,RIODET CU MRT30 N- 5 SA 4 MTS.
SDCF05I020A,RIODET CU MRT30 N- 5 I 2 MTS.
SDCF05I030A,RIODET IMC N 05 3 m
SDCF05I040A,RIODET CU MRT30 N- 5 I 4 MTS.
SDCF05I050A,RIODET CU MRT30 N- 5 I 5 MTS.
SDCF05I060A,RIODET CU MRT30 N- 5 I 6 MTS.
SDCF05I0200,RIODET CU MRT30 N- 5 I 2 MTS.
SDCF05S020A,RIODET CU MRT30 N- 5 S 2 MTS.
SDCF05S030A,RIODET SMC N 05 3 m
SDCF05S040A,RIODET SMC N 05 4 m
SDCF05S040Q,RIODET SMC N 05 4 m hFe SEC 1.4B
SDCF05S050A,RIODET SMC N 05 5 m
SDCF05S080A,RIODET CU MRT30 N- 5 S 8 MTS.
SDCF05S120A,RIODET CU MRT30 N- 5 S 12 MTS.
SDCF05S150A,RIODET CU MRT30 N- 5 S 15 MTS.
SDCF06B035A,RIODET DPD CU 3,5 MTS MRT30 SUDAFRICA N- 6
SDCF06D060C,DET.ELEC.CU 6 MTS MR AI N 6 H0,8
SDCF06G040A,RIODET CU MRT30 N- 6 SA 4 MTS.
SDCF06I020A,RIODET CU MRT30 N- 6 I 2 MTS.
SDCF06I030A,RIODET IMC N 06 3 m
SDCF06I040A,RIODET CU MRT30 N- 6 I 4 MTS.
SDCF06I050A,RIODET IMC N 06 5 m
SDCF06I060A,RIODET CU MRT30 N- 6 I 6 MTS.
SDCF06S020A,RIODET CU MRT30 N- 6 S 2 MTS.
SDCF06S030A,RIODET SMC N 06 3 m
SDCF06S040A,RIODET SMC N 06 4 m
SDCF06S040Q,RIODET SMC N 06 4 m hFe SEC 1.4B
SDCF06S050A,RIODET SMC N 06 5 m
SDCF06S080A,RIODET CU MRT30 N- 6 S 8 MTS.
SDCF06S120A,RIODET CU MRT30 N- 6 S 12 MTS.
SDCF06S150A,RIODET CU MRT30 N- 6 S 15 MTS.
SDCF07B035A,RIODET DPD CU 3,5 MTS MRT30 SUDAFRICA N- 7
SDCF07D060C,DET.ELEC.CU 6 MTS MR AI N 7 H0,8
SDCF07G040A,RIODET CU MRT30 N- 7 SA 4 MTS.
SDCF07I020A,RIODET CU MRT30 N- 7 I 2 MTS.
SDCF07I030A,RIODET IMC N 07 3 m
SDCF07I040A,RIODET CU MRT30 N- 7 I 4MTS.
SDCF07I050A,RIODET IMC N 07 5 m
SDCF07I060A,RIODET CU MRT30 N- 7 I 6 MTS.
SDCF07S020A,RIODET CU MRT30 N- 7 S 2 MTS.
SDCF07S030A,RIODET SMC N 07 3 m
SDCF07S040A,RIODET SMC N 07 4 m
SDCF07S040Q,RIODET SMC N 07 4 m hFe SEC 1.4B
SDCF07S050A,RIODET SMC N 07 5 m
SDCF07S080A,RIODET CU MRT30 N- 7 S 8 MTS.
SDCF07S120A,RIODET CU MRT30 N- 7 S 12 MTS.
SDCF07S150A,RIODET CU MRT30 N- 7 S 15 MTS.
SDCF08D060C,DET.ELEC.CU 6 MTS MR AI N 8 H0,8
SDCF08G035A,RIODET SAMC N 08 3.5 m
SDCF08G040A,RIODET CU MRT30 N- 8 SA 4 MTS.
SDCF08I020A,RIODET CU MRT30 N- 8 I 2 MTS.
SDCF08I030A,RIODET IMC N 08 3 m
SDCF08I040A,RIODET CU MRT30 N- 8 I 4MTS.
SDCF08I050A,RIODET IMC N 08 5 m
SDCF08I060A,RIODET CU MRT30 N- 8 I 6 MTS.
SDCF08S020A,RIODET CU MRT30 N- 8 S 2 MTS.
SDCF08S030A,RIODET SMC N 08 3 m
SDCF08S040A,RIODET SMC N 08 4 m
SDCF08S040Q,RIODET SMC N 08 4 m hFe SEC 1.4B
SDCF08S050A,RIODET SMC N 08 5 m
SDCF08S080A,RIODET CU MRT30 N- 8 S 8 MTS.
SDCF08S120A,RIODET CU MRT30 N- 8 S 12 MTS.
SDCF08S150A,RIODET CU MRT30 N-8 S 15 MTS.
SDCG09D060C,DET.ELEC.CU 6 MTS MR AI N 9 H0,8
SDCG09G035A,RIODET SAMC N 09 3.5 m
SDCG09G040A,RIODET CU MRT30 N- 9 SA 4 MTS.
SDCG09I020A,RIODET CU MRT30 N- 9 I 2 MTS.
SDCG09I030A,RIODET IMC N 09 3 m
SDCG09I040A,RIODET CU MRT30 N- 9 I 4MTS.
SDCG09I050A,RIODET IMC N 09 5 m
SDCG09I060A,RIODET CU MRT30 N- 9 I 6 MTS.
SDCG09S020A,RIODET CU MRT30 N- 9 S 2 MTS.
SDCG09S030A,RIODET SMC N 09 3 m
SDCG09S040A,RIODET SMC N 09 4 m
SDCG09S040Q,RIODET SMC N 09 4 m hFe SEC 1.4B
SDCG09S050A,RIODET SMC N 09 5 m
SDCG09S080A,RIODET CU MRT30 N- 9 S 8 MTS.
SDCG09S120A,RIODET CU MRT30 N- 9 S 12 MTS.
SDCG09S150A,RIODET CU MRT30 N- 9 S 15 MTS.
SDCG09S1200,DET.ELEC.CU. 12MTS MR30 S N 9
SDCG10D060C,DET.ELEC.CU 6 MTS MR AI N10 H0,8
SDCG10G035A,RIODET SAMC N 10 3.5 m
SDCG10G040A,RIODET CU MRT30 N-10 SA 4 MTS.
SDCG10I020A,RIODET CU MRT30 N-10 I 2 MTS.
SDCG10I030A,RIODET IMC N 10 3 m
SDCG10I040A,RIODET CU MRT30 N-10 I 4 MTS.
SDCG10I050A,RIODET IMC N 10 5 m
SDCG10I060A,RIODET CU MRT30 N-10 I 6 MTS.
SDCG10S020A,RIODET CU MRT30 N-10 S 2 MTS.
SDCG10S030A,RIODET SMC N 10 3 m
SDCG10S040A,RIODET SMC N 10 4 m
SDCG10S040Q,RIODET SMC N 10 4 m hFe SEC 1.4B
SDCG10S050A,RIODET SMC N 10 5 m
SDCG10S080A,RIODET CU MRT30 N-10 S 8 MTS.
SDCG10S120A,RIODET CU MRT30 N-10 S 12 MTS.
SDCG10S150A,RIODET CU MRT30 N-10 S 15 MTS.
SDCG11D060C,DET.ELEC CU 6 MTS MR AI N11 H0,8
SDCG11G040A,RIODET CU MRT30 N-11 SA 4 MTS.
SDCG11I020A,RIODET CU MRT30 N-11 I 2 MTS.
SDCG11I030A,RIODET IMC N 11 3 m
SDCG11I040A,RIODET CU MRT30 N-11 I 4 MTS.
SDCG11I050A,RIODET IMC N 11 5 m
SDCG11I060A,RIODET CU MRT30 N-11 I 6 MTS.
SDCG11S020A,RIODET CU MRT30 N-11 S 2 MTS.
SDCG11S030A,RIODET SMC N 11 3 m
SDCG11S040A,RIODET SMC N 11 4 m
SDCG11S040Q,RIODET SMC N 11 4 m hFe SEC 1.4B
SDCG11S050A,RIODET SMC N 11 5 m
SDCG11S080A,RIODET CU MRT30 N-11 S 8 MTS.
SDCG11S120A,RIODET CU MRT30 N-11 S 12 MTS.
SDCG11S150A,RIODET CU MRT30 N-11 S 15 MTS.
SDCG12B035A,RIODET DPD CU 3,5 MTS MRT30 SUDAFRICA N-12
SDCG12D060C,DET.ELEC CU 6 MTS MR AI N12 H0,8
SDCG12G040A,RIODET CU MRT30 N-12 SA 4 MTS.
SDCG12I020A,RIODET CU MRT30 N-12 I 2 MTS.
SDCG12I030A,RIODET IMC N 12 3 m
SDCG12I040A,RIODET CU MRT30 N-12 I 4 MTS.
SDCG12I050A,RIODET IMC N 12 5 m
SDCG12I060A,RIODET CU MRT30 N-12 I 6 MTS.
SDCG12S020A,RIODET CU MRT30 N-12 S 2 MTS.
SDCG12S030A,RIODET SMC N 12 3 m
SDCG12S040A,RIODET SMC N 12 4 m
SDCG12S040Q,RIODET SMC N 12 4 m hFe SEC 1.4B
SDCG12S050A,RIODET SMC N 12 5 m
SDCG12S080A,RIODET CU MRT30 N-12 S 8 MTS.
SDCG12S120A,RIODET CU MRT30 N-12 S 12 MTS.
SDCG12S150A,RIODET CU MRT30 N-12 S 15 MTS.
SDCG13D060C,DET.ELEC.CU 6 MTS MR AI N13 H0,8
SDCG13G040A,RIODET CU MRT30 N-13 SA 4 MTS.
SDCG13I020A,RIODET CU MRT30 N-13 I 2 MTS.
SDCG13I030A,RIODET IMC N 13 3 m
SDCG13I040A,RIODET CU MRT30 N-13 I 4 MTS.
SDCG13I050A,RIODET IMC N 13 5 m
SDCG13I060A,RIODET CU MRT30 N-13 I 6 MTS.
SDCG13S020A,RIODET CU MRT30 N-13 S 2 MTS.
SDCG13S030A,RIODET SMC N 13 3 m
SDCG13S040A,RIODET SMC N 13 4 m
SDCG13S040Q,RIODET SMC N 13 4 m hFe SEC 1.4B
SDCG13S050A,RIODET SMC N 13 5 m
SDCG13S080A,RIODET CU MRT30 N-13 S 8 MTS.
SDCG13S120A,RIODET CU MRT30 N-13 S 12 MTS.
SDCG13S150A,RIODET CU MRT30 N-13 S 15 MTS.
SDCG14D060C,DET.ELEC CU 6 MTS MR AI N14 H0,8
SDCG14G040A,RIODET CU MRT30 N-14 SA 4 MTS.
SDCG14I020A,RIODET CU MRT30 N-14 I 2 MTS.
SDCG14I030A,RIODET IMC N 14 3 m
SDCG14I040A,RIODET CU MRT30 N-14 I 4MTS.
SDCG14I050A,RIODET IMC N 14 5 m
SDCG14I060A,RIODET CU MRT30 N-14 I 6 MTS.
SDCG14S020A,RIODET CU MRT30 N-14 S 2 MTS.
SDCG14S030A,RIODET SMC N 14 3 m
SDCG14S040A,RIODET SMC N 14 4 m
SDCG14S040Q,RIODET SMC N 14 4 m hFe SEC 1.4B
SDCG14S050A,RIODET SMC N 14 5 m
SDCG14S060A,RIODET SMC N 14 6 m
SDCG14S080A,RIODET CU MRT30 N-14 S 8 MTS.
SDCG14S120A,RIODET CU MRT30 N-14 S 12 MTS.
SDCG14S150A,RIODET CU MRT30 N-14 S 15 MTS.
SDCG15D060C,DET.ELEC CU 6 MTS MR AI N15 H0,8
SDCG15G040A,RIODET CU MRT30 N-15 SA 4 MTS.
SDCG15I020A,RIODET CU MRT30 N-15 I 2 MTS.
SDCG15I030A,RIODET IMC N 15 3 m
SDCG15I040A,RIODET CU MRT30 N-15 I 4 MTS.
SDCG15I050A,RIODET IMC N 15 5 m
SDCG15I060A,RIODET CU MRT30 N-15 I 6 MTS.
SDCG15S020A,RIODET CU MRT30 N-15 S 2 MTS.
SDCG15S030A,RIODET SMC N 15 3 m
SDCG15S040A,RIODET SMC N 15 4 m
SDCG15S040Q,RIODET SMC N 15 4 m hFe SEC 1.4B
SDCG15S050A,RIODET SMC N 15 5 m
SDCG15S080A,RIODET CU MRT30 N-15 S 8 MTS.
SDCG15S120A,RIODET CU MRT30 N-15 S 12 MTS.
SDCG15S150A,RIODET CU MRT30 N-15 S 15 MTS.
SDCG16D060C,DET.ELEC CU 6 MTS MR AI N16 H0,8
SDCG16G035A,RIODET SAMC N 16 3.5 m
SDCG16G040A,RIODET CU MRT30 N-16 SA 4 MTS.
SDCG16I020A,RIODET CU MRT30 N-16 I 2 MTS.
SDCG16I030A,RIODET IMC N 16 3 m
SDCG16I040A,RIODET CU MRT30 N-16 I 4MTS.
SDCG16I050A,RIODET IMC N 16 5 m
SDCG16I060A,RIODET CU MRT30 N-16 I 6 MTS.
SDCG16S020A,RIODET CU MRT30 N-16 S 2 MTS.
SDCG16S030A,RIODET SMC N 16 3 m
SDCG16S040A,RIODET SMC N 16 4 m
SDCG16S040Q,RIODET SMC N 16 4 m hFe SEC 1.4B
SDCG16S050A,RIODET SMC N 16 5 m
SDCG16S080A,RIODET CU MRT30 N-16 S 8 MTS.
SDCG16S120A,RIODET CU MRT30 N-16 S 12 MTS.
SDCG16S150A,RIODET CU MRT30 N-16 S 15 MTS.
SDCG17D060C,DET.ELEC.CU 6 MTS MR AI N17 H0,8
SDCG17G040A,RIODET CU MRT30 N-17 SA 4 MTS.
SDCG17I020A,RIODET CU MRT30 N-17 I 2 MTS.
SDCG17I030A,RIODET IMC N 17 3 m
SDCG17I040A,RIODET CU MRT30 N-17 I 4MTS.
SDCG17I050A,RIODET IMC N 17 5 m
SDCG17I060A,RIODET CU MRT30 N-17 I 6 MTS.
SDCG17S020A,RIODET CU MRT30 N-17 S 2 MTS.
SDCG17S030A,RIODET SMC N 17 3 m
SDCG17S040A,RIODET SMC N 17 4 m
SDCG17S040Q,RIODET SMC N 17 4 m hFe SEC 1.4B
SDCG17S050A,RIODET SMC N 17 5 m
SDCG17S080A,RIODET CU MRT30 N-17 S 8 MTS.
SDCG17S120A,RIODET CU MRT30 N-17 S 12 MTS.
SDCG17S150A,RIODET CU MRT30 N-17 S 15 MTS.
SDCG18D060C,DET.ELEC CU 6 MTS MR AI N18 H0,8
SDCG18G040A,RIODET CU MRT30 N-18 SA 4 MTS.
SDCG18I020A,RIODET CU MRT30 N-18 I 2 MTS.
SDCG18I030A,RIODET IMC N 18 3 m
SDCG18I040A,RIODET CU MRT30 N-18 I 4MTS.
SDCG18I050A,RIODET IMC N 18 5 m
SDCG18I060A,RIODET CU MRT30 N-18 I 6 MTS.
SDCG18S020A,RIODET CU MRT30 N-18 S 2 MTS.
SDCG18S030A,RIODET SMC N 18 3 m
SDCG18S040A,RIODET SMC N 18 4 m
SDCG18S040Q,RIODET SMC N 18 4 m hFe SEC 1.4B
SDCG18S050A,RIODET SMC N 18 5 m
SDCG18S080A,RIODET CU MRT30 N-18 S 8 MTS.
SDCG18S120A,RIODET CU MRT30 N-18 S 12 MTS.
SDCG18S150A,RIODET CU MRT30 N-18 S 15 MTS.
SDCG19S040Q,RIODET CU MRT 30 N 19 S 4 MTS H FE 1.4B
SDCG20S040Q,RIODET CU MRT 30 N 20 S 4 MTS H FE 1.4B
SDCS00S030A,RIODET SZC 3 m hRef
SDCS00S100A,RIODET SZC 10 MTS HILO REFORZADO
SDCT01S030A,RIODET SMC N 01 3 m hRef
SDCT02S030A,RIODET SMC N 02 3 m hRef
SDCT03S030A,RIODET SMC N 03 3 m hRef
SDCT04S030A,RIODET SMC N 04 3 m hRef
SDCT05S030A,RIODET SMC N 05 3 m hRef
